"","MFCC.Overall.Standard.Deviation0","MFCC.Overall.Standard.Deviation1","MFCC.Overall.Standard.Deviation2","MFCC.Overall.Standard.Deviation3","MFCC.Overall.Standard.Deviation4","MFCC.Overall.Standard.Deviation5","MFCC.Overall.Standard.Deviation6","MFCC.Overall.Standard.Deviation7","MFCC.Overall.Standard.Deviation8","MFCC.Overall.Standard.Deviation9","MFCC.Overall.Standard.Deviation10","MFCC.Overall.Standard.Deviation11","MFCC.Overall.Standard.Deviation12","MFCC.Overall.Average0","MFCC.Overall.Average1","MFCC.Overall.Average2","MFCC.Overall.Average3","MFCC.Overall.Average4","MFCC.Overall.Average5","MFCC.Overall.Average6","MFCC.Overall.Average7","MFCC.Overall.Average8","MFCC.Overall.Average9","MFCC.Overall.Average10","MFCC.Overall.Average11","MFCC.Overall.Average12","CLASS"
"111",8.269,0.9854,2.266,1.984,1.695,2.693,2.059,1.556,1.779,1.337,1.297,1.925,1.143,-234.1,21.68,21.73,15.82,-5.08,-3.883,1.779,-8.234,3.38,0.943,3.643,-2.001,1.073,0
"112",6.004,0.83,2.693,3.519,1.45,2.237,2.799,1.867,2.895,1.178,1.125,1.878,0.8761,-179.3,18.98,-0.4964,-1.869,4.821,2.295,-2.444,4.04,-3.054,0.2422,-0.8494,-0.8137,-0.8175,0
"113",7.462,1.045,2.981,3.428,1.409,1.625,2.365,2.44,2.262,1.365,1.155,1.224,0.9008,-202.5,18.46,-0.7131,-0.7954,6.568,4.424,-1.654,4.65,-0.8845,1.976,-1.428,0.7048,-0.6814,0
"114",32.24,1.821,1.879,1.792,1.39,1.42,1.301,1.389,1.398,1.188,1.105,1.221,0.8805,-178.6,19.5,0.3418,-1.479,2.225,0.5828,-1.622,3.845,-2.993,0.182,0.6863,-0.7991,-0.3672,1
"115",4.799,0.8513,2.011,2.375,1.309,1.531,2.014,1.685,1.992,1.15,1.179,1.387,0.8736,-180,18.24,-1.816,-2.3,5.298,2.945,-2.586,5.383,-2.414,1.754,-0.5567,-0.115,-0.6763,0
"116",4.707,0.6853,1.248,1.296,1.223,1.25,1.231,1.31,1.09,1.225,1.06,1.164,0.8889,-116.4,18.61,-2.889,-4.978,5.171,1.096,-4.917,5.747,-5.064,0.876,-0.4204,-1.906,-0.5672,0
"117",6.266,1.041,2.567,3.022,1.36,1.465,2.13,2.163,2.051,1.231,1.182,1.376,0.8748,-192.1,18.44,-1.469,-2.529,5.193,2.745,-2.215,5.036,-3.195,0.6623,-0.2259,0.01987,-1.277,0
"118",6.351,1.181,2.5,2.647,1.446,1.375,1.978,2.178,1.751,1.251,1.142,1.248,0.9744,-222.9,19.68,1.916,1.497,4.163,3.494,-0.6888,2.619,-0.5227,0.4829,-0.8031,0.3416,-0.7043,0
"119",3.938,0.7124,1.61,2.104,1.318,1.537,1.81,1.603,1.887,1.124,1.083,1.526,0.9459,-168,18.96,-1.344,-2.886,4.463,1.682,-3.218,4.889,-3.557,0.8737,-0.3219,-0.9941,-0.5534,0
"120",32.41,1.742,2.559,2.868,1.654,1.918,1.939,1.873,2.129,1.414,1.252,1.594,1.053,-206.6,18.96,0.1088,-1.815,2.401,0.6864,-1.529,3.73,-2.947,-0.08015,0.583,-0.6141,-0.2531,1
"121",5.165,0.9331,2.041,2.479,1.322,1.567,2.019,1.782,1.97,1.243,1.14,1.439,0.9498,-184.1,18.91,-0.49,-1.593,5.141,2.505,-2.666,3.797,-2.551,0.9223,-0.8957,-0.2908,-0.3776,0
"122",7.156,1.312,2.77,2.965,1.351,1.481,1.829,2.318,1.747,1.431,1.108,1.351,0.9619,-190.3,20.27,3.261,2.894,4.351,3.6,0.1459,1.686,0.1221,0.556,-0.5748,0.638,-0.4547,0
"123",4.566,0.7621,1.858,2.38,1.279,1.572,1.84,1.553,1.845,1.205,1.167,1.323,0.8706,-170.5,18.76,-1.416,-2.365,5.952,3.105,-3.241,4.868,-2.687,1.642,-1.083,-0.3784,-0.8947,0
"124",6.304,1.154,2.648,3.102,1.302,1.577,2.161,2.051,2.033,1.247,1.164,1.266,0.8562,-194,19.23,1.006,0.5267,4.552,3.421,-0.6219,3.616,-0.3405,1.32,-0.3793,0.3575,-1.033,0
"125",6.53,1.252,2.58,2.733,1.368,1.384,1.936,2.229,1.878,1.211,1.145,1.28,0.9333,-223.2,19.51,1.829,1.547,4.288,3.581,-0.6632,2.485,-0.444,0.5211,-1.009,0.36,-0.7251,0
"126",6.037,0.8671,2.548,3.019,1.281,1.749,2.419,1.953,2.687,1.205,1.029,1.603,0.8366,-177.6,18.26,-2.121,-2.601,5.645,3.177,-3.095,5.361,-2.407,1.42,-0.9908,-0.5298,-0.8233,0
"127",4.431,0.637,1.175,1.204,1.334,1.272,1.177,1.253,1.087,1.212,1.114,1.076,0.8651,-186.6,18.91,-2.133,-4.163,4.619,1.127,-3.671,5.927,-4.202,1.158,0.009646,-1.629,-0.694,0
"128",5.676,1.034,2.298,2.675,1.379,1.587,1.963,1.889,1.93,1.272,1.154,1.371,0.885,-177.2,18.47,-0.6559,-1.128,4.989,3.183,-1.915,3.98,-1.418,1.429,-1.046,0.384,-0.7721,0
"129",10.42,1.419,2.694,2.723,1.706,1.579,1.955,2.265,1.816,1.183,1.179,1.234,0.9333,-223.1,20.3,4.406,4,3.375,3.411,0.9088,0.8982,0.7597,-0.01072,-0.7233,0.2939,-0.6405,0
"130",7.866,1.126,2.564,2.88,1.615,1.694,1.956,1.988,1.839,1.319,1.131,1.35,0.9118,-205.5,19.3,0.2671,-0.7704,4.831,2.86,-1.239,4.137,-2.168,0.7077,-0.5819,-0.14,-0.7128,0
"131",5.766,0.9502,2.174,2.688,1.302,1.727,2.027,1.721,1.969,1.103,1.091,1.401,0.9069,-161.9,18.71,-0.5581,-0.9055,5.611,3.624,-2.339,4.258,-1.214,2.077,-0.8895,0.553,-0.4829,0
"132",6.068,1.114,2.532,2.93,1.266,1.555,2.153,1.985,2.026,1.31,1.133,1.254,0.961,-193.9,19.19,0.7723,0.2953,4.864,3.532,-1.296,3.37,-1.36,0.8212,-0.5875,0.7815,-0.7435,0
"133",6.981,1.443,2.859,2.941,1.499,1.483,1.824,2.614,1.857,1.281,1.093,1.323,0.9793,-204.7,19.73,2.282,1.73,4.642,3.912,0.08463,2.372,-1.176,-0.3545,-0.7818,0.9028,-0.7809,0
"134",3.638,1.65,1.813,1.745,1.55,1.411,1.522,1.39,1.349,1.252,1.054,1.288,0.8745,-235.5,17.91,0.6053,-2.008,3.359,0.6434,-1.835,2.487,-2.953,-1.014,-0.5382,-1.415,-0.5474,0
"135",11.5,1.36,1.907,2.252,1.518,1.938,1.643,1.571,1.786,1.261,1.14,1.544,0.9741,-190.8,19.31,0.4209,-1.344,2.08,0.5667,-1.502,3.588,-2.678,0.1556,0.5363,-0.7828,-0.4067,1
"136",6.975,1.076,2.689,2.939,1.417,1.385,1.973,2.339,2.05,1.321,1.143,1.214,0.9198,-194.4,18.94,0.1164,-0.3892,5.056,3.767,-1.214,3.956,-1.47,0.9334,-0.7285,0.7117,-0.982,0
"137",7.73,0.9519,2.299,1.886,1.885,2.716,1.941,1.492,1.608,1.377,1.231,2.044,1.175,-233.5,21.73,22.02,15.99,-5.264,-4.052,1.741,-8.494,3.435,1.025,3.657,-2.192,1.055,0
"138",9.022,1.495,3.109,3.036,1.91,1.764,1.97,2.631,1.954,1.318,1.235,1.447,0.9732,-196.4,20.96,5.166,4.63,3.891,3.533,0.8658,0.006736,0.2529,-0.5811,-1.123,0.4096,-0.1395,0
"139",6.627,1.038,2.694,2.893,1.424,1.304,2.165,2.185,1.968,1.187,1.058,1.198,0.807,-199.1,19.26,1.386,1.403,5.275,4.883,0.6556,4.21,0.01222,0.7853,-0.3288,0.9984,-1.359,0
"140",275.4,8.628,1.644,1.896,1.522,1.794,1.286,1.47,1.711,1.167,1.198,1.724,1.223,-326.7,15.52,0.2391,-1.251,2.097,0.3786,-1.361,3.642,-2.335,0.2116,0.4579,-0.9242,-0.6258,1
"141",5.175,0.8431,2.024,2.474,1.258,1.559,1.984,1.552,1.847,1.136,1.081,1.217,0.8873,-171.5,18.97,-0.5797,-1.507,4.623,3.187,-1.227,5.667,-1.891,1.013,-0.6525,-0.3825,-0.7987,0
"142",315.2,9.603,2.166,2.151,1.872,2.411,1.791,1.847,1.665,1.233,1.14,2.12,1.305,-341.7,13.73,-0.08287,-1.136,2.482,0.8503,-0.8896,3.367,-1.785,0.8169,0.03871,-0.6195,-1.039,1
"143",5.873,0.9289,2.539,3.043,1.268,1.617,2.212,1.97,2.205,1.245,1.118,1.425,0.8097,-195.2,18.8,-0.2978,-0.5915,6.097,4.009,-1.774,4.202,-1.166,1.323,-1.746,0.002107,-0.6438,0
"144",14.01,1.588,2.74,2.369,2.821,2.211,2.001,2.06,1.683,1.431,1.609,1.565,0.9353,-178,21.91,8.664,8.6,3.394,4.076,3.258,-2.33,2.509,-0.9677,-1.097,0.2995,-0.4657,0
"145",7.884,1.092,2.671,2.894,1.558,1.555,2.073,2.368,1.975,1.321,1.234,1.368,0.9457,-192.9,18.84,-0.07752,-0.3226,4.875,3.499,-1.362,4.042,-1.226,1.233,-0.7466,0.4215,-0.9105,0
"146",8.508,1.38,2.946,2.891,1.566,1.446,1.873,2.487,1.739,1.285,1.099,1.28,0.8958,-211.3,20.77,5.71,5.822,4.481,4.517,1.872,0.1287,1.937,0.2456,-1.122,0.4518,-0.8883,0
"147",4.865,0.7781,1.786,2.137,1.199,1.364,1.72,1.555,1.643,1.169,1.064,1.232,0.9123,-170.4,19.29,-0.4685,-1.339,4.437,2.922,-1.34,5.487,-1.664,1.507,-0.2421,-0.4203,-0.9283,0
"148",4.315,0.6467,1.683,2.242,1.228,1.585,1.889,1.514,1.875,1.122,1.107,1.427,0.8868,-163.7,19.1,-0.9035,-2.66,4.29,1.47,-2.897,5.094,-2.572,1.705,0.4475,-0.9472,-0.8803,0
"149",8.565,1.289,3.152,3.279,1.752,1.509,2.198,2.645,2.107,1.326,1.222,1.365,0.9557,-197.1,19.49,3.318,3.585,5.6,5.506,1.475,1.551,0.968,0.2109,-0.9992,1.732,-1.299,0
"150",7.174,1.366,2.773,2.909,1.729,1.706,2.124,2.258,1.956,1.293,1.162,1.376,0.9437,-204.6,20.18,3.978,3.726,4.425,3.909,0.9364,0.8113,-0.02335,-0.4,-0.8625,0.9024,-0.798,0
"151",8.484,1.979,2.365,2.432,1.646,1.069,1.581,2.018,1.483,1.102,1.003,1.076,0.7558,-223.6,20.67,4.782,3.096,3.684,2.875,0.9726,0.9146,0.7912,0.02958,-0.5582,0.7054,-0.5608,0
"152",58.42,2.222,1.757,1.89,1.424,1.737,1.559,1.47,1.732,1.145,1.097,1.457,1.036,-203.9,19.3,0.4459,-1.319,2.121,0.5888,-1.514,3.55,-2.782,0.08986,0.4874,-0.8597,-0.4168,1
"153",4.579,0.7178,1.676,1.585,1.494,1.535,1.593,1.812,1.283,1.238,1.385,1.309,1.091,-221.3,23.58,20.9,14.61,-7.23,-5.81,5.079,-3.582,6.835,1.045,0.4603,-6.2,-0.1051,0
"154",5.513,0.8226,2.418,3.032,1.272,1.91,2.477,1.83,2.638,1.172,1.162,1.719,0.925,-177.6,18.45,-1.435,-2.455,5.056,2.636,-2.846,5.031,-2.589,1.484,-0.2162,-0.1586,-0.9569,0
"155",5.454,0.8385,2.078,2.535,1.306,1.654,1.984,1.703,1.749,1.177,1.172,1.336,0.8885,-171.4,18.97,-0.6516,-1.661,4.658,3.085,-1.472,5.571,-2.048,1.159,-0.5259,-0.2983,-0.9646,0
"156",6.192,1.058,2.22,2.523,1.41,1.364,1.854,2.025,1.812,1.261,1.204,1.237,0.8699,-206.3,19.52,2.465,2.255,4.594,4.029,0.466,2.434,0.4123,0.6372,-0.8952,0.5242,-1.002,0
"157",4.575,0.9114,1.841,2.171,1.293,1.427,1.615,1.659,1.545,1.171,1.155,1.179,0.84,-163.1,19.11,-0.3419,-1.658,3.94,1.799,-2.09,4.583,-1.534,1.998,0.5233,-0.1357,-0.7075,0
"158",3.15,1.484,1.6,1.445,1.488,1.194,1.454,1.336,1.196,1.288,1.181,1.163,0.9754,-234.2,17.62,-0.3391,-2.642,5.321,2.117,-2.212,3.627,-2.586,0.6664,0.6944,0.7979,-0.04694,0
"159",5.944,0.9229,2.349,2.875,1.216,1.637,2.195,1.858,2.061,1.252,1.094,1.377,0.9103,-171.6,19.21,0.06158,-0.5044,4.996,3.35,-0.8253,4.621,-1.885,0.6619,-0.2536,0.3153,-1.023,0
"160",9.159,1.331,3.384,3.473,1.492,1.454,2.671,2.617,2.621,1.295,1.231,1.298,0.8208,-224.2,20.01,5.292,5.269,4.123,4.776,2.264,0.5733,2.214,-0.0007227,-0.7039,1.151,-1.056,0
"161",6.753,0.9551,2.613,2.897,1.386,1.431,2.209,2.154,2.07,1.212,1.095,1.161,0.851,-199.1,19.12,1.16,1.235,5.279,4.859,0.4573,4.115,0.08843,0.8251,-0.4118,1.042,-1.154,0
"162",7.847,1.329,2.576,2.485,1.695,1.464,1.734,2.09,1.574,1.249,1.182,1.33,0.8296,-175.5,21.1,5.452,5.266,4.177,4.073,1.573,0.2639,0.9771,-0.2398,-1.064,0.4465,-0.5318,0
"163",5.474,1.032,2.139,2.493,1.334,1.475,1.98,1.713,1.839,1.198,1.169,1.255,0.8291,-197.9,19.35,1.906,1.741,4.589,3.981,0.08043,2.88,0.4485,1.121,-0.5527,0.6729,-1.349,0
"164",9.123,1.096,3.89,4.614,1.343,2.125,3.302,2.879,3.523,1.306,1.079,1.671,0.8939,-221,18.56,0.8742,0.04992,4.612,3.703,0.2622,4.076,-0.4527,0.07295,-0.5618,0.2819,-0.8296,0
"165",5.812,1.172,2.3,2.464,1.496,1.404,1.696,2.034,1.71,1.241,1.171,1.278,0.8299,-221.8,19.96,3.655,3.468,4.492,4.056,1.258,1.537,0.5012,0.03085,-0.5008,1.008,-1.044,0
"166",6.402,1.393,2.785,3.021,1.376,1.46,2.117,2.304,2.135,1.381,1.202,1.269,0.8787,-209,18.88,1.547,1.075,4.377,4.201,0.2186,3.502,-0.3863,0.03801,-0.7805,0.9332,-0.8058,0
"167",6.769,1.014,2.894,3.323,1.344,1.746,2.482,2.292,2.622,1.252,1.054,1.456,0.8106,-206.1,18.94,0.3878,0.5342,5.776,4.623,-0.6369,3.831,-0.7127,0.8302,-0.8016,0.9702,-1.001,0
"168",6.078,0.9632,2.396,2.849,1.351,1.683,2.13,1.853,2.104,1.234,1.09,1.322,0.912,-172.7,18.5,-1.682,-2.642,5.397,3.116,-2.735,5.692,-2.153,2.282,-0.3169,0.03582,-1.111,0
"169",4.506,0.8274,1.687,2.004,1.262,1.335,1.551,1.539,1.495,1.132,1.083,1.101,0.796,-163,19.08,-0.468,-1.804,3.999,1.708,-2.275,4.492,-1.661,2.053,0.6169,0.04128,-0.5753,0
"170",7.362,0.9195,2.721,3.351,1.355,1.88,2.677,2.005,2.76,1.197,1.178,1.645,0.8829,-196.1,19.1,0.3873,-0.6438,4.426,2.684,-1.59,3.689,-1.563,0.8316,-0.5332,-0.1769,-0.8728,0
"171",11.46,1.405,2.832,2.824,1.915,1.845,1.971,2.359,1.841,1.361,1.321,1.373,0.9542,-219,20.62,4.918,4.399,4.101,3.717,1.166,0.5692,0.5813,-0.151,-0.8054,0.3786,-0.6562,0
"172",10.53,1.697,3.998,4.329,1.592,1.56,2.663,3.144,2.509,1.333,1.237,1.27,0.8985,-223.6,19.9,3.812,3.563,4.155,3.81,0.8094,1.513,0.7486,0.2627,-1.223,-0.1406,-0.7913,0
"173",5.581,0.9722,2.301,2.869,1.407,1.827,2.235,1.77,2.42,1.224,1.097,1.556,0.9192,-175.8,18.73,-0.3553,-1.209,4.778,3.467,-1.111,4.528,-2.218,0.2804,-0.4183,0.8236,-0.7515,0
"174",9.357,1.459,3.67,4.089,1.387,1.465,2.721,2.929,2.351,1.26,1.049,1.334,0.8881,-228.1,19.73,2.797,2.355,4.342,3.844,0.1216,2.477,0.4504,0.7424,-1.075,-0.2264,-0.9773,0
"175",5.758,0.9264,2.241,2.569,1.328,1.456,1.994,1.844,2.052,1.194,1.107,1.263,0.8938,-192.3,18.8,0.1373,0.05696,5.417,4.139,-1.564,3.672,-0.743,1.4,-0.7987,0.9852,-0.8904,0
"176",276.6,9.036,2.395,2.538,2.055,1.871,2.134,1.841,2.091,1.233,1.368,1.919,1.592,-306.8,14.8,-0.22,-1.181,2.351,1.324,-0.7628,3.78,-1.622,0.5604,-0.1192,-0.3753,-1.149,1
"177",4.432,0.8551,1.885,2.363,1.285,1.529,1.827,1.561,1.892,1.103,1.052,1.302,0.8797,-179.1,19.24,-0.3725,-1.486,4.203,2.236,-2.224,4.389,-2.12,1.319,0.06637,0.1702,0.2047,0
"178",19.29,1.773,3.329,3.663,2.001,1.657,2.226,2.349,2.228,1.372,1.22,1.366,0.9688,-221.4,18.3,-0.09652,-2.133,2.92,1.187,-0.8117,4.022,-2.511,-0.3085,0.6273,-0.1512,-0.1759,0
"179",5.936,1.086,2.181,2.566,1.364,1.344,1.858,1.913,1.792,1.202,1.182,1.175,0.8739,-207.1,19.5,2.149,1.793,4.656,3.826,-0.02939,2.422,-0.1349,0.5223,-0.7829,0.5998,-1.051,0
"180",5.875,0.9313,2.458,3.042,1.238,1.818,2.227,1.86,2.294,1.226,1.111,1.43,0.9107,-171.9,19.19,-0.121,-1.244,4.454,2.308,-2.013,4.199,-2.028,1.293,0.04369,0.01131,-0.2714,0
"181",3.328,0.681,1.265,1.385,1.229,1.259,1.249,1.362,1.121,1.235,1.138,1.246,0.9565,-115.7,18.76,-2.684,-5.034,5.003,1.019,-4.236,6.038,-5.524,0.3856,0.1069,-1.621,-0.7267,0
"182",6.026,0.8943,2.471,3.096,1.32,1.787,2.461,1.836,2.377,1.208,1.125,1.488,0.9162,-175,19.01,-0.2847,-1.154,5.331,3.301,-1.652,4.295,-2.388,0.7749,-0.3555,0.3746,-1.127,0
"183",6.799,0.933,2.133,2.628,1.315,1.747,2.173,1.655,2.148,1.106,1.102,1.471,0.8922,-177,18.51,-1.434,-2.522,4.494,2.601,-2.068,5.671,-2.436,1.143,-0.6602,-0.4989,-0.8114,0
"184",4.749,0.883,1.737,2.039,1.332,1.435,1.574,1.528,1.515,1.183,1.112,1.151,0.7749,-163.1,19.1,-0.3206,-1.677,3.899,1.614,-2.225,4.387,-1.581,2.09,0.6432,0.01447,-0.4817,0
"185",9.015,1.469,2.963,3.008,1.9,1.884,2.078,2.342,1.964,1.3,1.189,1.475,0.9799,-201.3,20.68,4.964,4.574,3.768,3.418,0.8494,0.04478,0.6513,-0.08266,-0.7229,0.4559,-0.6226,0
"186",7.205,0.9685,1.749,2.169,1.979,2.512,1.456,2.288,2.17,1.097,1.163,1.544,1.024,-221.7,22.35,19.12,12.67,-8.034,-6.338,4.873,-2.333,7.259,2.004,1.463,-5.7,0.1588,0
"187",9.544,1.428,3.26,3.337,1.694,1.658,2.071,2.875,1.85,1.45,1.245,1.351,0.9375,-199.5,20.46,4.085,3.901,4.474,3.922,0.3044,0.8513,0.4848,0.3053,-1.091,0.3856,-0.6279,0
"188",4.55,0.8579,2.092,2.528,1.287,1.704,2.008,1.777,1.952,1.224,1.106,1.47,0.8964,-179,18.42,-1.405,-2.319,5.291,3.335,-2.422,5.372,-2.402,1.29,-0.5442,0.4122,-0.5336,0
"189",5.988,1.224,2.577,3.15,1.371,1.733,2.088,1.884,2.039,1.251,1.193,1.356,0.9484,-194.4,19.06,1.646,0.8677,4.935,3.603,-0.26,2.565,-0.4437,1.047,0.004929,1.175,-0.8504,0
"190",7.087,1.121,3.043,3.386,1.406,1.52,2.316,2.478,2.232,1.341,1.052,1.285,0.8232,-201.1,19.79,3.479,3.448,5.372,4.787,0.6305,1.567,0.5847,0.665,-0.6159,1.436,-1.263,0
"191",299.8,9.016,2.453,2.542,1.894,1.776,1.767,1.732,1.8,1.181,1.196,1.957,1.195,-344.1,15.23,0.8793,-0.8418,1.897,0.3429,-1.017,3.29,-1.96,0.2798,0.4403,-1.257,-0.7216,1
"192",7.875,1.468,2.889,2.946,1.653,1.617,1.851,2.429,1.82,1.302,1.192,1.322,0.8658,-212.8,20.82,5.527,5.159,4.137,4.042,1.629,0.129,0.838,-0.6076,-1.008,0.4888,-0.4853,0
"193",6.32,1.203,2.844,3.168,1.444,1.663,2.305,2.231,2.207,1.325,1.196,1.272,0.8878,-193.8,18.94,1.59,1.674,5.424,4.767,0.07981,2.932,0.5877,1.215,-0.7452,1.406,-1.006,0
"194",5.877,1.202,2.485,2.628,1.367,1.322,1.877,1.946,1.697,1.253,1.123,1.176,0.8206,-181.5,20.39,3.725,3.607,4.395,3.997,0.9612,1.697,0.5923,0.4351,-0.6862,0.5999,-0.6987,0
"195",173.9,6.103,2.624,2.43,2.362,1.861,2.023,1.853,1.593,1.261,1.255,1.454,1.014,-220.5,17.69,-0.3775,-1.836,3.479,1.247,-2.282,4.081,-2.921,0.699,0.0992,-0.643,-0.5624,1
"196",6.464,1.094,2.301,2.532,1.442,1.413,1.994,1.97,1.856,1.195,1.115,1.236,0.8781,-228.8,19.95,3.037,2.773,4.309,4.066,0.4516,2.207,-0.2319,-0.0514,-0.6244,0.7654,-0.8846,0
"197",9.934,1.823,3.852,3.769,1.575,1.446,2.278,3.214,2.112,1.321,1.143,1.196,0.9189,-222.2,20.03,5.288,5.264,3.821,4.638,2.4,0.651,2.222,-0.4151,-1.22,0.7603,-0.6516,0
"198",6.135,0.8741,2.007,2.512,1.365,1.641,1.891,1.696,1.816,1.231,1.184,1.349,0.8925,-161.1,18.3,-2.143,-3.087,6.095,3.167,-3.461,5.516,-2.825,2.209,-0.7389,0.09318,-0.5635,0
"199",7.939,1.359,2.975,3.174,1.622,1.752,2.415,2.649,2.268,1.31,1.176,1.52,0.9401,-226.1,20.24,4.16,3.549,4.123,3.964,0.6871,1.067,-0.312,-0.6986,-0.7932,0.703,-0.6751,0
"200",7.17,1.306,2.648,2.543,1.647,1.566,1.691,2.461,1.683,1.299,1.133,1.308,0.8576,-213.2,20.13,4.085,4.031,5.035,4.976,1.232,1.452,0.7385,-0.007661,-1.125,1.112,-0.8511,0
"201",8.018,1.371,3.455,3.725,1.401,1.55,2.915,2.672,2.983,1.335,1.168,1.419,0.9226,-230,18.3,1.849,1.958,5.66,5.466,0.5711,2.435,1.316,0.7288,-1.276,1.781,-0.8289,0
"202",5.781,1.25,2.484,2.674,1.446,1.417,1.928,2.047,1.834,1.308,1.193,1.273,0.9509,-184.4,18.25,-0.9876,-1.213,5.372,3.533,-2.227,3.868,-1.818,1.447,-0.7324,1.155,-1.02,0
"203",3.762,0.6505,1.6,2.114,1.306,1.545,1.763,1.513,1.872,1.158,1.155,1.411,0.8503,-164,19.19,-0.8511,-2.798,4.233,1.221,-3.118,5.017,-2.712,1.675,0.4899,-1.106,-0.8466,0
"204",6.426,1.399,2.502,2.395,1.56,1.488,1.746,2.209,1.574,1.278,1.17,1.244,0.9042,-219.1,19.75,3.503,3.587,4.6,4.43,0.6873,1.229,0.8333,0.3296,-1.065,1.113,-0.6686,0
"205",7.505,0.9929,2.922,3.272,1.355,1.4,2.339,2.369,2.164,1.316,1.198,1.141,0.7898,-201.7,18.74,0.01234,0.1077,6.4,4.644,-1.326,4.137,-0.1626,2.103,-1.561,0.6502,-0.6954,0
"206",8.748,1.571,3.336,3.24,1.702,1.561,1.887,2.902,1.707,1.462,1.239,1.322,0.9713,-202,20.18,3.673,3.773,4.985,4.481,0.7788,1.372,0.5146,0.3271,-1.165,0.7258,-0.9134,0
"207",7.102,1.291,2.685,2.768,1.526,1.461,1.876,2.167,1.658,1.229,1.185,1.251,0.826,-179.1,20.69,4.592,4.487,4.284,4.124,1.364,1.092,0.8764,0.006354,-0.9612,0.396,-0.8444,0
"208",4.702,0.8972,1.974,2.268,1.278,1.429,1.904,1.64,1.874,1.166,1.111,1.324,0.9065,-180.6,19.34,0.5919,-0.03465,4.462,3.194,-0.8905,4.198,-0.8613,1.31,-0.4576,-0.08273,-1.214,0
"209",4.805,0.7254,1.577,1.475,1.503,1.595,1.598,1.613,1.274,1.239,1.334,1.2,1.11,-222.5,23.46,20.93,14.73,-7.149,-5.461,5.073,-3.863,6.731,1.14,0.8,-5.71,-0.09755,0
"210",6.535,2.046,2.296,2.349,1.523,1.035,1.509,1.965,1.45,1.081,1.03,1.093,0.7521,-225.9,20.58,4.518,2.823,4.047,2.902,0.8534,1.294,0.4727,0.02022,-0.5861,0.6593,-0.5934,0
"211",8.465,2.448,1.588,1.486,1.897,2.227,2.221,1.519,1.607,1.585,1.622,1.58,1.014,-247.6,18.82,10.44,4.986,1.122,-1.177,-1.337,-0.7888,4.511,4.189,-2.186,-3.485,1.057,0
"212",5.34,0.8161,1.978,2.427,1.235,1.632,2.107,1.646,1.978,1.168,1.124,1.256,0.8299,-166.4,18.76,-1.045,-1.474,5.78,3.936,-1.822,4.843,-2.157,1.213,-0.4544,0.9663,-0.7978,0
"213",11.36,1.847,2.525,2.635,1.913,1.239,1.652,1.921,1.628,1.164,1.088,1.17,0.8104,-226.1,19.1,3.145,1.573,4.146,3.064,0.7872,1.67,0.2313,-0.05121,-0.5316,0.9893,-0.6337,0
"214",5.799,1.098,2.525,2.903,1.293,1.607,2.151,1.961,2.096,1.216,1.101,1.388,0.8642,-192,19.53,1.355,0.7446,4.307,3.249,-0.3331,3.574,-0.4993,1.009,-0.5076,0.007338,-1.074,0
"215",9.573,1.18,2.068,2.752,1.995,2.615,1.604,2.471,2.593,1.126,1.604,1.45,0.9824,-238.3,21.77,17.18,11.21,-6.249,-4.591,4.258,-1.89,5.406,1.646,1.348,-4.431,-0.6223,0
"216",5.901,1.277,1.878,1.902,1.497,1.746,1.298,1.65,1.484,1.326,1.203,1.505,0.8442,-175.6,19.18,0.05185,-1.688,2.056,0.5198,-1.618,3.87,-2.82,0.315,0.663,-0.6915,-0.4122,1
"217",7.693,1.16,3.096,3.611,1.35,1.749,2.6,2.316,2.573,1.309,1.158,1.355,0.8869,-206.2,18.71,0.9742,0.4931,5.29,4.09,-0.114,3.48,-0.5125,0.732,-0.6272,0.9312,-1.086,0
"218",5.831,1.115,2.346,2.615,1.406,1.526,1.929,1.838,1.767,1.182,1.127,1.255,0.8572,-184.4,20.01,2.748,2.539,4.742,4.095,0.4477,2.326,0.03384,0.4883,-0.7909,0.7702,-0.7323,0
"219",6.83,1.234,2.786,3.119,1.367,1.511,2.043,2.452,1.847,1.439,1.26,1.246,0.9071,-206.2,19.89,2.631,2.137,4.377,3.709,0.03152,2.477,-0.03297,0.8665,-0.2081,0.7805,-0.7911,0
"220",7.813,1.066,3.057,3.491,1.464,1.575,2.387,2.492,2.26,1.382,1.225,1.187,0.8301,-201.3,18.6,-0.172,-0.1995,6.425,4.512,-1.434,4.242,-0.2796,2.204,-1.389,0.7286,-0.7691,0
"221",4.557,0.9525,1.928,2.338,1.37,1.537,1.94,1.596,1.871,1.152,1.089,1.319,0.8608,-200.8,18.95,0.8429,0.5474,4.626,3.679,-0.6183,3.572,-0.1374,1.302,-0.423,0.5844,-1.309,0
"222",6.512,1.135,2.568,2.943,1.417,1.616,2.042,1.961,1.964,1.302,1.183,1.377,0.9704,-183.3,19.5,0.9351,0.01831,4.298,2.57,-1.458,2.879,-1.703,0.7339,-0.3919,0.4067,-0.09748,0
"223",5.655,0.9107,2.213,2.711,1.396,1.758,2.122,1.745,1.994,1.226,1.134,1.441,0.9339,-160.1,18.81,-1.373,-2.668,4.735,2.48,-2.494,5.378,-3.004,0.9907,-0.3341,-0.3768,-0.7433,0
