"","MFCC Overall Standard Deviation0","MFCC Overall Standard Deviation1","MFCC Overall Standard Deviation2","MFCC Overall Standard Deviation3","MFCC Overall Standard Deviation4","MFCC Overall Standard Deviation5","MFCC Overall Standard Deviation6","MFCC Overall Standard Deviation7","MFCC Overall Standard Deviation8","MFCC Overall Standard Deviation9","MFCC Overall Standard Deviation10","MFCC Overall Standard Deviation11","MFCC Overall Standard Deviation12","MFCC Overall Average0","MFCC Overall Average1","MFCC Overall Average2","MFCC Overall Average3","MFCC Overall Average4","MFCC Overall Average5","MFCC Overall Average6","MFCC Overall Average7","MFCC Overall Average8","MFCC Overall Average9","MFCC Overall Average10","MFCC Overall Average11","MFCC Overall Average12"
"466",9.77,1.315,2.598,2.452,1.573,1.277,1.86,1.957,1.577,1.205,1.214,1.158,0.9231,-187.7,20.81,3.73,2.01,1.199,1.484,1.911,2.955,-1.876,-1.483,1.393,0.02866,-0.86
"467",8.208,1.158,1.872,1.962,1.574,1.288,1.5,1.773,1.448,1.267,1.261,1.314,0.9303,-214,19.44,2.02,0.4261,3.263,2.555,0.9341,3.289,-2.536,-1.307,0.5094,0.9149,-0.6527
"468",10.8,1.777,2.299,2.211,2.149,1.692,1.582,1.74,1.571,1.231,1.295,1.464,0.9204,-236.8,20.26,9.748,6.074,-0.4478,1.071,4.389,-0.03749,1.059,-1.535,0.7292,0.2799,-0.766
"469",13.02,2.432,2.517,2.253,2.111,1.711,1.746,1.796,1.818,1.329,1.28,1.308,0.8693,-244.4,19.29,12.74,8.31,0.6464,2.513,4.744,-1.904,2.131,-1.327,-0.1577,0.998,-0.9332
"470",12.09,1.353,2.491,2.4,1.925,1.79,1.69,2.092,2.183,1.219,1.291,1.315,0.8686,-215.3,20.57,7.885,6.41,0.3753,2.176,3.961,-0.825,2.728,-0.9602,0.7147,0.8446,-0.6457
"471",18.06,1.56,2.34,2.049,2.751,2.225,1.879,1.659,1.562,1.532,1.738,1.498,1.104,-206.5,21.81,7.697,5.617,0.2884,0.954,2.633,-0.7345,-0.2934,-1.751,1.345,-0.09753,-0.5229
"472",20.17,1.435,3.107,3.126,1.758,1.599,1.982,2.34,2.349,1.2,1.226,1.219,0.8216,-220.9,20.05,5.537,3.555,1.686,1.581,1.301,0.4582,0.2199,-0.3821,0.4829,0.004438,-0.6663
"473",14.84,1.886,4.544,3.845,2.682,1.896,2.263,3.205,2.13,1.533,1.47,1.697,1.115,-224.7,20.06,7.447,5.346,1.492,2.228,2.903,-0.1303,1.029,-0.9559,0.07214,0.2141,-1.069
"474",22.86,1.832,2.564,2.333,1.999,1.547,1.988,1.558,1.727,1.27,1.295,1.271,0.9078,-231.1,20.52,10.12,6.835,0.049,1.844,4.572,-0.8607,1.238,-1.761,0.7029,0.7973,-0.754
"475",15.56,1.908,4.304,3.909,3.115,2.166,2.555,3.007,2.125,1.463,1.604,1.743,1.174,-221.9,19.85,5.699,3.869,2.299,2.356,2.017,0.5112,0.1063,-0.7308,0.3366,0.708,-0.9517
"476",19.6,1.877,3.581,2.954,2.432,2.002,2.193,2.648,2.05,1.411,1.66,1.399,1.7,-226.7,20.74,10.56,7.439,-0.2126,1.721,4.153,-1.595,1.553,-1.598,0.7111,0.7032,-0.2054
"477",11.89,1.394,2.695,2.76,2.001,1.686,1.967,2.066,1.926,1.388,1.212,1.302,0.9359,-208,21.01,5.296,3.319,0.9192,1.596,2.792,2.021,-0.8404,-1.833,0.7439,-0.2796,-0.5012
"478",11.91,1.254,2.422,2.333,1.987,1.693,1.874,2.034,1.685,1.437,1.317,1.32,0.905,-189,21.7,6.375,4.576,0.1495,1.512,3.652,1.726,-0.09411,-1.931,1.071,-0.5327,-0.5024
"479",9.466,1.108,1.975,1.98,1.92,1.524,1.586,1.78,1.5,1.357,1.217,1.294,1,-208.6,19.93,2.949,1.755,3.331,3.05,1.181,2.405,-1.739,-1.232,0.1436,0.9576,-0.754
"480",14.71,1.495,2.236,2.172,2.276,1.767,1.587,1.647,1.703,1.326,1.357,1.398,0.8469,-221.3,20.19,6.358,4.883,2.033,2.781,2.963,-0.1616,0.6049,-1.414,0.4328,1.457,-0.6887
"481",15.2,1.401,2.634,2.517,2.146,1.936,1.802,2.171,1.948,1.487,1.435,1.528,0.9406,-224.1,20.55,7.537,4.301,-1.495,0.1645,4.27,1.679,0.5409,-1.33,1.747,-0.2849,-0.7027
"482",16.03,1.5,2.443,2.355,2.31,1.91,1.875,2.206,1.835,1.44,1.449,1.679,0.9529,-216.9,19.62,4.955,3.264,1.015,2.277,3.353,1.712,-0.2297,-1.851,0.8732,0.9057,-1.055
"483",10.13,1.797,2.374,2.057,1.787,1.402,1.607,1.56,1.549,1.305,1.062,1.172,0.8746,-238.8,19.76,9.391,6.076,1.394,2.446,3.768,-0.8366,1.47,-1.019,0.4452,1.322,-0.7864
"484",11.77,1.77,3.09,3.067,2.317,1.866,2.503,2.106,2.279,1.406,1.296,1.32,0.9043,-227.4,19.03,5.929,4.665,3.733,4.089,2.551,-0.3646,0.9538,-0.9964,-0.02542,2.046,-1.368
"485",10.02,1.666,2.224,1.93,2.217,1.949,1.681,1.948,1.657,1.223,1.168,1.429,0.9581,-231.6,19.92,7.183,4.954,1.671,2.28,2.737,-0.465,1.233,-0.933,0.05039,0.7761,-0.61
"486",17.22,1.716,2.783,2.417,2.357,2.001,2.029,1.875,1.741,1.252,1.454,1.495,1.001,-226.1,20.48,9.225,7.153,1.179,2.558,3.922,-1.499,2.063,-1.071,0.2668,0.9107,-0.9509
"487",11.25,1.643,2.535,2.391,1.771,1.312,1.691,1.934,1.721,1.195,1.155,1.222,0.9027,-234.1,19.41,5.864,3.421,2.002,2.094,2.147,0.5381,0.5217,-0.8261,0.3589,0.7283,-0.5735
"488",17.32,1.282,2.37,2.337,2.274,2.359,1.999,2.299,1.815,1.379,1.548,1.781,1.148,-195.5,21.08,4.809,2.714,0.7608,1.401,2.686,2.538,-1.732,-2.01,1.524,-0.1788,-0.7
"489",7.632,1.124,1.906,1.875,1.503,1.434,1.436,1.585,1.354,1.241,1.09,1.202,0.975,-189,20.22,2.779,1.592,1.93,1.579,0.6068,2.702,-1.098,-0.06873,0.8262,-0.2549,-1.058
"490",13.47,1.24,2.491,2.733,1.778,1.7,1.976,2.345,1.972,1.409,1.333,1.416,1.015,-191.5,20.99,4.18,2.134,0.5636,0.7076,1.862,2.733,-1.732,-1.431,1.529,-0.7479,-0.7269
